Time,P_Ste_S.y,stePre.y[1]
9011698,899256.6,906741.6
9011700,899256.6,906769
9011700,899256.6,906769
9012560,899265.1,904886.6
9012600,899265.5,904800
9012600,899265.5,904800
9013423,899053.9,902140.25
9013500,899034.1,901890
9013500,899034.1,901890
9014285,899427.2,900612.5
9014400,899487.44,900425
9014400,899487.44,900425
9015147,900894.06,906699.8
9015300,901208.75,907985
9015300,901208.75,907985
9016009,902123.2,910453
9016200,902379.25,911117
9016200,902379.25,911117
9016871,903942,912624.7
9017100,904511.4,913138
9017100,904511.4,913138
9017734,906564.9,919091.75
9018000,907491.1,921595
9018000,907491.1,921595
9018596,911197.06,932857.6
9018900,913288.3,938608
9018900,913288.3,938608
9019458,916219.8,947039.4
9019800,918107.1,952207
9019800,918107.1,952207
9020320,914167.56,935406.25
9020700,911430.8,923140
9020700,911430.8,923140
9021182,908829.5,910975.5
9021600,906766.5,900445
9021600,906766.5,900445
9022045,905569.25,903037
9022500,904425.3,905692
9022500,904425.3,905692
9022907,903490.1,906793.06
9023400,902427.4,908128
9023400,902427.4,908128
9023769,901579.5,900484.75
9024300,900455.44,889486
9024300,900455.44,889486
9024631,900078.56,892455.4
9025200,899470.7,897555
9025200,899470.7,897555
9025493,899184.7,897075.1
9026100,898627.75,896083
9026100,898627.75,896083
9026356,898197.4,893879.44
9027000,897252.8,888324
9027000,897252.8,888324
9027218,897070.5,888564.56
9027900,896556.6,889318
9027900,896556.6,889318
9028080,896419.9,889291.4
9028800,895932.75,889185
9028800,895932.75,889185
9028942,895965.25,890679.7
9029700,896161.2,898645
9029700,896161.2,898645
9029804,896291.75,898776.44
9030600,897576.9,899778
9030600,897576.9,899778
9030667,897591.4,899587.1
9031500,897682.4,897199
9031500,897682.4,897199
9031529,897689.1,897249.1
9032391,897918.44,898750.3
9032400,897920.9,898766
9032400,897920.9,898766
9033253,898107.25,898735.7
9033300,898117.6,898734
9033300,898117.6,898734
9034115,898474.75,896275.1
9034200,898513,896020
9034200,898513,896020
9034978,898379.1,892068.06
9035100,898357.8,891446
9035100,898357.8,891446
9035840,898084.94,898361.5
9036000,898027.2,899859
9036000,898027.2,899859
9036702,897977,899258.4
9036900,897963.3,899089
9036900,897963.3,899089
9037564,898028.6,897818.9
9037800,898052.25,897368
9037800,898052.25,897368
9038426,898235.94,898061.2
9038700,898318.25,898364
9038700,898318.25,898364
9039289,898370.75,897141.7
9039600,898398.25,896495
9039600,898398.25,896495
9040151,898243.9,895509.7
9040500,898146.75,894885
9040500,898146.75,894885
9041013,898076.8,894575.5
9041400,898025.1,894342
9041400,898025.1,894342
9041875,897999,897233.3
9042300,897975.9,899818
9042300,897975.9,899818
9042737,898115.3,899672.7
9043200,898268.1,899519
9043200,898268.1,899519
9043600,898352.4,898383.7
9044100,898458.9,896962
9044100,898458.9,896962
9044462,898363.44,896556.4
9045000,898220.7,895953
9045000,898220.7,895953
9045324,898178.1,895417.3
9045900,898104.25,894465
9045900,898104.25,894465
9046186,898078.2,894706.4
9046800,898022.9,895224
9046800,898022.9,895224
9047048,898089.94,895113.9
9047700,898273.75,894825
9047700,898273.75,894825
9047911,898305.56,894880
9048600,898408.9,895060
9048600,898408.9,895060
9048773,898364,895540.56
9049500,898170.9,897563
9049500,898170.9,897563
9049635,898159,897154.7
9050400,898096.06,894841
9050400,898096.06,894841
9050497,898085.1,894764.1
9051300,897994.5,894129
9051300,897994.5,894129
9051359,898002.94,894341.9
9052200,898141.1,897354
9052200,898141.1,897354
9052222,898144.94,897362.1
9053084,898302.9,897686.9
9053100,898305.9,897693
9053100,898305.9,897693
9053946,898314.75,899214.9
9054000,898315.3,899312
9054000,898315.3,899312
9054808,898217.2,895491.94
9054900,898206.06,895058
9054900,898206.06,895058
9055670,897978.1,894289.3
9055800,897940.5,894160
9055800,897940.5,894160
9056533,898023.4,895901.1
9056700,898042.9,896299
9056700,898042.9,896299
9057395,898260.44,896421
9057600,898326.4,896457
9057600,898326.4,896457
9058257,898358.5,897227.9
9058500,898370,897513
9058500,898370,897513
9059119,898237.9,898124.6
9059400,898178.3,898402
9059400,898178.3,898402
9059981,898080.44,897606.75
9060300,898027.6,897171
9060300,898027.6,897171
9060844,898018.7,896135.75
9061200,898013.2,895457
9061200,898013.2,895457
9061706,898083.6,896806.94
9062100,898139.6,897859
9062100,898139.6,897859
9062568,898273.94,897863.2
9063000,898401.06,897867
9063000,898401.06,897867
9063430,898354.1,897455.44
9063900,898301.1,897006
9063900,898301.1,897006
9064292,898191.3,898043.25
9064800,898051.25,899385
9064800,898051.25,899385
9065155,898020.94,898030.8
9065700,897975.7,895948
9065700,897975.7,895948
9066017,898026.4,895533.4
9066600,898122.94,894770
9066600,898122.94,894770
9066879,898132.44,895592.75
9067500,898152.5,897424
9067500,898152.5,897424
9067741,898192.94,896746.5
9068400,898306.06,894896
9068400,898306.06,894896
9068603,898329.25,894352.25
9069300,898408.6,892490
9069300,898408.6,892490
9069466,898369.44,892125.1
9070200,898191.2,890507
9070200,898191.2,890507
9070328,898164.9,891136.06
9071100,898009.1,894937
9071100,898009.1,894937
9071190,898010.94,895241.4
9072000,898036.1,897981
9072000,898036.1,897981
9072052,898046.56,897989.8
9072900,898232.9,898133
9072900,898232.9,898133
9072914,898235.75,898189.2
9073777,898407.5,901554.7
9073800,898412.2,901646
9073800,898412.2,901646
9074639,898312.1,901171.6
9074700,898304.75,901137
9074700,898304.75,901137
9075501,898082.2,897235.25
9075600,898055.1,896753
9075600,898055.1,896753
9076363,898095.56,891715.9
9076500,898103.1,890813
9076500,898103.1,890813
9077225,898059.6,895260.5
9077400,898049.06,896331
9077400,898049.06,896331
9078088,898233.6,896756.56
9078300,898292.2,896888
9078300,898292.2,896888
9078950,898322.7,902331.2
9079200,898334.06,904427
9079200,898334.06,904427
9079812,898116.1,902700.5
9080100,898015.6,901888
9080100,898015.6,901888
9080674,897493.75,896268.5
9081000,897217.94,893080
9081000,897217.94,893080
9081536,897105.75,891907.06
9081900,897033,891112
9081900,897033,891112
9082399,897008.8,893487
9082800,896989.75,895399
9082800,896989.75,895399
9083261,897161.4,896325.2
9083700,897333.25,897208
9083700,897333.25,897208
9084123,897229.2,898751
9084600,897111.56,900491
9084600,897111.56,900491
9084985,897106.3,898131
9085500,897100.7,894977
9085500,897100.7,894977
9085847,897104.56,894479.8
9086400,897110.94,893689
9086400,897110.94,893689
9086710,897116.7,893648.06
9087300,897127.7,893570
9087300,897127.7,893570
9087572,897123,892651
9088200,897111.7,890527
9088200,897111.7,890527
9088434,897109.56,891552.44
9089100,897103.8,894471
9089100,897103.8,894471
9089296,897106.2,893877.4
9090000,897114.94,891748
9090000,897114.94,891748
9090158,897111.25,892206.6
9090900,897093.5,894354
9090900,897093.5,894354
9091021,897090,894603.25
9091800,897067.3,896214
9091800,897067.3,896214
9091883,897074.8,896083.8
9092700,897154.44,894799
9092700,897154.44,894799
9092745,897151.8,894574.44
9093600,897090.6,890308
9093600,897090.6,890308
9093607,897090.44,890333.8
9094469,897109.75,893427.2
9094500,897110.44,893537
9094500,897110.44,893537
9095332,897113.06,893221
9095400,897113.25,893195
9095400,897113.25,893195
9096194,897126.94,890504.9
9096300,897128.8,890145
9096300,897128.8,890145
9097056,897066.4,891135.4
9097200,897054.5,891324
9097200,897054.5,891324
9097918,897129.8,887789.7
9098100,897149.3,886895
9098100,897149.3,886895
9098780,897076.5,887993.44
9099000,897053.06,888348
9099000,897053.06,888348
9099643,897094,898551.06
9099900,897110.75,902638
9099900,897110.75,902638
9100505,897109.7,898778.06
9100800,897109,896894
9100800,897109,896894
9101367,897119.2,895288.75
9101700,897125.2,894346
9101700,897125.2,894346
9102229,897096,893819.75
9102600,897075.5,893451
9102600,897075.5,893451
9103091,897043,893726.75
9103500,897016.1,893956
9103500,897016.1,893956
9103954,897519.25,899374
9104400,898074.9,904706
9104400,898074.9,904706
9104816,898052.25,902941.6
9105300,898019,900887
9105300,898019,900887
9105678,898028.44,898508.1
9106200,898042.06,895223
9106200,898042.06,895223
9106540,898030.44,894041.75
9107100,898011,892098
9107100,898011,892098
9107402,898021.9,894385.1
9108000,898043.94,898905
9108000,898043.94,898905
9108265,898042.6,898174.44
9108900,898039.1,896420
9108900,898039.1,896420
9109127,898042.5,896538.44
9109800,898052.7,896890
9109800,898052.7,896890
9109989,898046.44,897559.25
9110700,898022.1,900077
9110700,898022.1,900077
9110851,898022.25,900310.4
9111600,898023.7,901466
9111600,898023.7,901466
9111713,898025.1,901137.9
9112500,898036,898862
9112500,898036,898862
9112576,898035.5,898988.2
9113400,898028.44,900364
9113400,898028.44,900364
9113438,898026.2,900325.6
9114300,897967.3,899451
9114300,897967.3,892316
