Time,Qboi_S.y,MeaData.y[1],T_exh_S.y,MeaData.y[3],boi.VLiq,boi.V,mFueFlo_S.y,MeaData.y[2],T_Ste_S.y,MeaData.y[4],boi.furHeaBal.eta_boi,boi.furHeaBal.per_exh
8747003,5485616.5,5630816.5,492.06683,509.5216,25.10536,50,0.13482282,0.13868676,448.5239,452.6,0.8366931,0.0537234
8747100,5483917.5,5629004,492.0618,509.5,25.100924,50,0.13477938,0.13869,448.5237,452.6,0.83669114,0.05372535
8747100,5483917.5,5629004,492.0618,509.5,25.100924,50,0.13477938,0.13869,448.5237,452.6,0.83669114,0.05372535
8747865,5524258,5672516.5,492.00858,509.415,25.055723,50,0.13582277,0.138792,448.52756,452.43,0.8366632,0.053753324
8748000,5531373,5680195,491.99448,509.4,25.04538,50,0.1360069,0.13881,448.5283,452.4,0.8366577,0.053758774
8748000,5531373,5680195,491.99448,509.4,25.04538,50,0.1360069,0.13881,448.5283,452.4,0.8366577,0.053758774
8748727,5526227.5,5674611,492.01642,509.9656,24.99035,50,0.1358715,0.13877767,448.52826,452.5616,0.8366754,0.053741097
8748900,5525021.5,5673284,492.03427,510.1,24.978165,50,0.13583933,0.13877,448.52817,452.6,0.8366823,0.053734165
8748900,5525021.5,5673284,492.03427,510.1,24.978165,50,0.13583933,0.13877,448.52817,452.6,0.8366823,0.053734165
8749589,5527675,5676033,492.0566,509.9468,24.928993,50,0.13590671,0.1386934,448.52835,452.6,0.83668816,0.05372835
8749800,5528475,5676873,492.05673,509.9,24.913435,50,0.1359273,0.13867,448.5284,452.6,0.83668816,0.053728312
8749800,5528475,5676873,492.05673,509.9,24.913435,50,0.1359273,0.13867,448.5284,452.6,0.83668816,0.053728312
8750452,5497498,5643624.5,492.04462,509.9724,24.870686,50,0.13512957,0.13872068,448.52542,452.6,0.8366882,0.053728305
8750700,5485689,5630950,492.04462,510,24.857544,50,0.13482547,0.13874,448.5242,452.6,0.8366882,0.053728305
8750700,5485689,5630950,492.04462,510,24.857544,50,0.13482547,0.13874,448.5242,452.6,0.8366882,0.053728305
8751314,5519750.5,5667537.5,492.069,509.8636,24.82266,50,0.13570264,0.13871954,448.52713,452.4636,0.8366882,0.053728305
8751600,5535632.5,5684597,492.06894,509.8,24.80293,50,0.13611163,0.13871,448.52875,452.4,0.8366882,0.053728305
8751600,5535632.5,5684597,492.06894,509.8,24.80293,50,0.13611163,0.13871,448.52875,452.4,0.8366882,0.053728305
8752176,5529545,5678033,492.0736,509.736,24.762255,50,0.13595344,0.1386652,448.5285,452.528,0.8366969,0.05371956
8752500,5526130.5,5674341,492.09033,509.7,24.74073,50,0.13586445,0.13864,448.52817,452.6,0.8367034,0.053713065
8752500,5526130.5,5674341,492.09033,509.7,24.74073,50,0.13586445,0.13864,448.52817,452.6,0.8367034,0.053713065
8753038,5523226.5,5671315,492.06473,509.7,24.706024,50,0.13579181,0.13870578,448.52786,452.6,0.8366903,0.053726174
8753400,5521239.5,5669281,492.02768,509.7,24.682913,50,0.13574296,0.13875,448.5277,452.6,0.8366759,0.053740606
8753400,5521239.5,5669281,492.02768,509.7,24.682913,50,0.13574296,0.13875,448.5277,452.6,0.8366759,0.053740606
8753900,5529163,5677771,492.01334,509.8112,24.64951,50,0.13594794,0.1387222,448.5284,452.5444,0.83667016,0.05374631
8754300,5535518.5,5684551,492.01273,509.9,24.620451,50,0.13611163,0.1387,448.52908,452.5,0.83667004,0.05374647
8754300,5535518.5,5684551,492.01273,509.9,24.620451,50,0.13611163,0.1387,448.52908,452.5,0.83667004,0.05374647
8754763,5509219.5,5656268.5,492.01004,510.0542,24.587578,50,0.13543332,0.1387,448.52673,452.6028,0.83667654,0.053739972
8755200,5484369,5629527,492.03235,510.2,24.560612,50,0.13479196,0.1387,448.52417,452.7,0.83668524,0.05373126
8755200,5484369,5629527,492.03235,510.2,24.560612,50,0.13479196,0.1387,448.52417,452.7,0.83668524,0.05373126
8755625,5496365,5642395,492.062,510.1528,24.53577,50,0.13510044,0.1387,448.52496,452.6528,0.83668804,0.05372845
8756100,5509766,5656790,492.06253,510.1,24.50605,50,0.1354455,0.1387,448.52637,452.6,0.83668816,0.05372831
8756100,5509766,5656790,492.06253,510.1,24.50605,50,0.1354455,0.1387,448.52637,452.6,0.83668816,0.05372831
8756487,5518161,5665834.5,492.061,510.057,24.479881,50,0.13566169,0.1386914,448.5273,452.6,0.8366882,0.053728305
8757000,5529288.5,5677824,492.061,510,24.44211,50,0.13594824,0.13868,448.52853,452.6,0.8366882,0.053728305
8757000,5529288.5,5677824,492.061,510,24.44211,50,0.13594824,0.13868,448.52853,452.6,0.8366882,0.053728305
8757349,5528341.5,5676797.5,492.0552,509.9612,24.417212,50,0.13592386,0.13869552,448.52844,452.5612,0.8366882,0.053728305
8757900,5526847.5,5675179,492.05524,509.9,24.386614,50,0.1358854,0.13872,448.528,452.5,0.8366882,0.053728305
8757900,5526847.5,5675179,492.05524,509.9,24.386614,50,0.1358854,0.13872,448.528,452.5,0.8366882,0.053728305
8758211,5520172.5,5667996.5,492.0583,509.7616,24.371408,50,0.1357129,0.13872692,448.52744,452.3962,0.83669186,0.05372463
8758800,5507584,5654421,492.08774,509.5,24.336786,50,0.13538685,0.13874,448.5262,452.2,0.8367034,0.053713072
8758800,5507584,5654421,492.08774,509.5,24.336786,50,0.13538685,0.13874,448.5262,452.2,0.8367034,0.053713072
8759074,5507741,5654615.5,492.08377,509.4696,24.31928,50,0.13539195,0.1387096,448.52612,452.3824,0.8366969,0.053719558
8759700,5507966,5655060,491.99222,509.4,24.282507,50,0.13540362,0.13864,448.52615,452.8,0.8366607,0.05375582
8759700,5507966,5655060,491.99222,509.4,24.282507,50,0.13540362,0.13864,448.52615,452.8,0.8366607,0.05375582
8759936,5520253.5,5668285.5,491.98502,509.5048,24.268982,50,0.13572083,0.13866358,448.5272,452.7738,0.83665586,0.053760618
8760600,5555021.5,5705539,492.01132,509.8,24.223793,50,0.13661437,0.13873,448.53098,452.7,0.8366671,0.05374939
8760600,5555021.5,5705539,492.01132,509.8,24.223793,50,0.13661437,0.13873,448.53098,452.7,0.8366671,0.05374939
8760798,5554141,5704582,492.0055,509.844,24.20896,50,0.13659133,0.1387344,448.53116,452.722,0.8366693,0.05374719
8761500,5550972.5,5701189,492.00787,510,24.161251,50,0.13650964,0.13875,448.53064,452.8,0.83667004,0.053746484
8761500,5550972.5,5701189,492.00787,510,24.161251,50,0.13650964,0.13875,448.53064,452.8,0.83667004,0.053746484
8761660,5543886,5693561.5,492.00095,510.0178,24.151264,50,0.13632694,0.13873932,448.53012,452.7822,0.83667123,0.053745236
8762400,5511212,5658337,492.03543,510.1,24.105806,50,0.13548322,0.13869,448.52695,452.7,0.83668524,0.053731244
8762400,5511212,5658337,492.03543,510.1,24.105806,50,0.13548322,0.13869,448.52695,452.7,0.83668524,0.053731244
8762522,5512174,5659367,492.0518,510.1136,24.09835,50,0.13550772,0.13868593,448.52682,452.7,0.83668697,0.05372954
8763300,5518226,5665912,492.0577,510.2,24.048595,50,0.13566336,0.13866,448.52756,452.7,0.8366882,0.05372831
8763300,5518226,5665912,492.0577,510.2,24.048595,50,0.13566336,0.13866,448.52756,452.7,0.8366882,0.05372831
8763385,5518702.5,5666425.5,492.0577,510.1624,24.042927,50,0.13567556,0.13866188,448.52762,452.7,0.8366886,0.053727925
8764200,5523365,5671376,492.09415,509.8,23.985268,50,0.13579324,0.13868,448.52798,452.7,0.8367034,0.053713065
8764200,5523365,5671376,492.09415,509.8,23.985268,50,0.13579324,0.13868,448.52798,452.7,0.8367034,0.053713065
8764247,5523369.5,5671377,492.09583,509.7948,23.981813,50,0.13579324,0.13867947,448.528,452.7052,0.83670413,0.053712357
8765100,5523287.5,5671398,492.06586,509.7,23.92601,50,0.13579324,0.13867,448.52783,452.8,0.83669114,0.05372537
8765100,5523287.5,5671398,492.06586,509.7,23.92601,50,0.13579324,0.13867,448.52783,452.8,0.83669114,0.05372537
8765109,5523193.5,5671297,492.06534,509.699,23.925495,50,0.13579085,0.1386702,448.52783,452.799,0.83669096,0.05372555
8765971,5514200.5,5661631,492.01804,509.6032,23.879524,50,0.13556208,0.13868935,448.5269,452.7032,0.83667356,0.05374295
8766000,5513900,5661308,492.01654,509.6,23.8781,50,0.13555443,0.13869,448.52686,452.7,0.83667296,0.05374353
8766000,5513900,5661308,492.01654,509.6,23.8781,50,0.13555443,0.13869,448.52686,452.7,0.83667296,0.05374353
8766833,5548165.5,5698122,492.05212,509.6926,23.830793,50,0.13643508,0.13874556,448.53012,452.6074,0.8366839,0.053732567
8766900,5550906.5,5701064,492.05557,509.7,23.826454,50,0.13650544,0.13875,448.53043,452.6,0.8366853,0.053731225
8766900,5550906.5,5701064,492.05557,509.7,23.826454,50,0.13650544,0.13875,448.53043,452.6,0.8366853,0.053731225
8767696,5511377,5658506.5,492.04413,509.7,23.773525,50,0.13548699,0.13868812,448.52713,452.6,0.83668816,0.053728316
8767800,5506187.5,5652922,492.04413,509.7,23.766542,50,0.13535334,0.13868,448.5266,452.6,0.83668816,0.05372831
8767800,5506187.5,5652922,492.04413,509.7,23.766542,50,0.13535334,0.13868,448.5266,452.6,0.83668816,0.05372831
8768558,5523642.5,5671840,492.03177,509.6158,23.716303,50,0.13580486,0.13873053,448.52786,452.6842,0.8366758,0.053740676
8768700,5526914.5,5675390,492.02438,509.6,23.70695,50,0.13588959,0.13874,448.52817,452.7,0.83667296,0.05374354
8768700,5526914.5,5675390,492.02438,509.6,23.70695,50,0.13588959,0.13874,448.52817,452.7,0.83667296,0.05374354
8769420,5540301,5689804.5,492.0134,509.76,23.660938,50,0.1362348,0.138756,448.52945,452.78,0.83667004,0.053746462
8769600,5543652,5693408,492.01334,509.8,23.649845,50,0.13632111,0.13876,448.52975,452.8,0.83667004,0.053746473
8769600,5543652,5693408,492.01334,509.8,23.649845,50,0.13632111,0.13876,448.52975,452.8,0.83667004,0.053746473
8770282,5536253.5,5685371,492.00638,509.7242,23.606112,50,0.13613057,0.13873726,448.52927,452.8,0.83667004,0.05374648
8770500,5533891.5,5682805,492.0064,509.7,23.591373,50,0.13606974,0.13873,448.52908,452.8,0.83667004,0.05374648
8770500,5533891.5,5682805,492.0064,509.7,23.591373,50,0.13606974,0.13873,448.52908,452.8,0.83667004,0.05374648
8771144,5530746.5,5679440.5,492.0078,509.7,23.55219,50,0.13598876,0.13868704,448.52856,452.8,0.83667004,0.05374648
8771400,5529498.5,5678106,492.0078,509.7,23.539446,50,0.13595663,0.13867,448.52838,452.8,0.83667004,0.05374648
8771400,5529498.5,5678106,492.0078,509.7,23.539446,50,0.13595663,0.13867,448.52838,452.8,0.83667004,0.05374648
8772007,5519572,5667463.5,491.98334,509.9022,23.509064,50,0.13570249,0.13868348,448.5275,452.7326,0.8366607,0.053755824
8772300,5514762,5662316,491.96817,510,23.49279,50,0.13557957,0.13869,448.52704,452.7,0.8366548,0.053761713
8772300,5514762,5662316,491.96817,510,23.49279,50,0.13557957,0.13869,448.52704,452.7,0.8366548,0.053761713
8772869,5541378.5,5690916,492.01294,510.0632,23.45475,50,0.13626269,0.13872792,448.52966,452.7632,0.8366691,0.053747397
8773200,5556908,5707569,492.04697,510.1,23.427322,50,0.13666046,0.13875,448.53143,452.8,0.8366824,0.053734146
8773200,5556908,5707569,492.04697,510.1,23.427322,50,0.13666046,0.13875,448.53143,452.8,0.8366824,0.053734146
8773731,5525941.5,5674184,492.04166,510.041,23.384867,50,0.13586207,0.1387618,448.5286,452.741,0.83668804,0.05372844
8774100,5504397.5,5650984,492.04205,510,23.361414,50,0.13530725,0.13877,448.52625,452.7,0.83668816,0.053728312
8774100,5504397.5,5650984,492.04205,510,23.361414,50,0.13530725,0.13877,448.52625,452.7,0.83668816,0.053728312
8774593,5535823,5684859,492.05484,509.9452,23.330946,50,0.13611768,0.13872616,448.5288,452.7548,0.83668107,0.053735413
8775000,5561728.5,5712800,492.03384,509.9,23.301502,50,0.13678615,0.13869,448.53152,452.8,0.83667296,0.053743556
8775000,5561728.5,5712800,492.03384,509.9,23.301502,50,0.13678615,0.13869,448.53152,452.8,0.83667296,0.053743556
8775455,5545864,5695734,492.0154,509.9,23.268269,50,0.136377,0.13867483,448.53046,452.7494,0.83667654,0.053739984
8775900,5530409,5679073,492.03772,509.9,23.240088,50,0.13597758,0.13866,448.52893,452.7,0.83668524,0.05373123
8775900,5530409,5679073,492.03772,509.9,23.240088,50,0.13597758,0.13866,448.52893,452.7,0.83668524,0.05373123
8776318,5523441.5,5671467.5,492.06372,509.8536,23.217134,50,0.13579679,0.13869712,448.52805,452.7928,0.8366937,0.05372281
8776800,5515393,5662682,492.08884,509.8,23.193949,50,0.13558796,0.13874,448.52707,452.9,0.8367034,0.053713076
8776800,5515393,5662682,492.08884,509.8,23.193949,50,0.13558796,0.13874,448.52707,452.9,0.8367034,0.053713076
8777180,5536593.5,5685508.5,492.10464,509.7578,23.173864,50,0.13613425,0.13874844,448.5289,452.8156,0.8367012,0.05371526
8777700,5565585.5,5716773,492.07886,509.7,23.134792,50,0.1368825,0.13876,448.53198,452.7,0.8366911,0.05372539
8777700,5565585.5,5716773,492.07886,509.7,23.134792,50,0.1368825,0.13876,448.53198,452.7,0.8366911,0.05372539
8778042,5540964.5,5690308.5,492.03998,509.7,23.106377,50,0.13624889,0.1387524,448.53015,452.738,0.83668846,0.053728048
8778600,5500819,5647130,492.0389,509.7,23.068722,50,0.13521509,0.13874,448.52612,452.8,0.8366882,0.053728297
8778600,5500819,5647130,492.0389,509.7,23.068722,50,0.13521509,0.13874,448.52612,452.8,0.8366882,0.053728297
8778904,5503018,5649526.5,492.05768,509.6662,23.051212,50,0.13527173,0.13872647,448.52588,452.8,0.8366882,0.053728305
8779500,5507326,5654220,492.0576,509.6,23.0164,50,0.13538267,0.1387,448.52618,452.8,0.8366882,0.053728305
8779500,5507326,5654220,492.0576,509.6,23.0164,50,0.13538267,0.1387,448.52618,452.8,0.8366882,0.053728305
8779766,5501144,5647571,492.0449,509.5408,23.001156,50,0.13522394,0.13869704,448.5257,452.8,0.8366853,0.05373118
8780400,5486407,5631758,492.01352,509.4,22.9688,50,0.13484642,0.13869,448.5241,452.8,0.83667296,0.053743523
8780400,5486407,5631758,492.01352,509.4,22.9688,50,0.13484642,0.13869,448.5241,452.8,0.83667296,0.053743523
8780629,5494463.5,5640435,492.0235,509.4,22.957994,50,0.13505392,0.13868746,448.52463,452.8,0.83667284,0.053743638
8781300,5518207,5665920,492.05423,509.4,22.923935,50,0.13566336,0.13868,448.52707,452.8,0.83668524,0.05373124
8781300,5518207,5665920,492.05423,509.4,22.923935,50,0.13566336,0.13868,448.52707,452.8,0.83668524,0.05373124
8781491,5522107.5,5670094,492.05502,509.4636,22.913729,50,0.13576372,0.13868636,448.52753,452.8,0.8366858,0.053730734
8782200,5536512,5685608,492.0237,509.7,22.87562,50,0.13613677,0.13871,448.52884,452.8,0.83667296,0.053743552
8782200,5536512,5685608,492.0237,509.7,22.87562,50,0.13613677,0.13871,448.52884,452.8,0.83667296,0.053743552
8782353,5539459.5,5688792,492.01724,509.7,22.867054,50,0.13621297,0.1387049,448.5292,452.8,0.836671,0.05374549
8783100,5553902,5704338,492.0135,509.7,22.81498,50,0.13658504,0.13868,448.53125,452.8,0.83667004,0.053746473
8783100,5553902,5704338,492.0135,509.7,22.81498,50,0.13658504,0.13868,448.53125,452.8,0.83667004,0.053746473
8783215,5553772.5,5704203.5,492.00836,509.7,22.805645,50,0.13658182,0.13868769,448.53137,452.7872,0.8366693,0.053747166
8784000,5552828.5,5703287,491.97168,509.7,22.744862,50,0.1365599,0.13874,448.53104,452.7,0.8366548,0.05376173
8784000,5552828.5,5703287,491.97168,509.7,22.744862,50,0.1365599,0.13874,448.53104,452.7,0.8366548,0.05376173
8784077,5549071.5,5699262,491.95984,509.7086,22.73913,50,0.13646334,0.13874689,448.53085,452.7,0.83665353,0.05376297
8784900,5509212.5,5656486,491.9506,509.8,22.681374,50,0.13543713,0.13882,448.52676,452.7,0.83665186,0.05376465
8784900,5509212.5,5656486,491.9506,509.8,22.681374,50,0.13543713,0.13882,448.52676,452.7,0.83665186,0.05376465
8784940,5511374.5,5658808.5,491.95996,509.8044,22.678734,50,0.1354928,0.13881648,448.52664,452.7,0.8366519,0.05376457
8785800,5558438,5709274,492.0118,509.9,22.614454,50,0.13670236,0.13874,448.5314,452.7,0.8366671,0.0537494
8785800,5558438,5709274,492.0118,509.9,22.614454,50,0.13670236,0.13874,448.5314,452.7,0.8366671,0.0537494
8785802,5558350.5,5709179.5,492.0119,509.8998,22.614307,50,0.1367001,0.13873985,448.5314,452.7,0.8366671,0.053749364
8786664,5516380.5,5663972.5,492.03247,509.804,22.55126,50,0.13561644,0.1386728,448.52744,452.7,0.8366845,0.053731974
8786700,5514628.5,5662085,492.03436,509.8,22.549006,50,0.1355712,0.13867,448.52725,452.7,0.83668524,0.053731248
8786700,5514628.5,5662085,492.03436,509.8,22.549006,50,0.1355712,0.13867,448.52725,452.7,0.83668524,0.053731248
8787526,5533526.5,5682392,492.02814,509.7082,22.498137,50,0.13605963,0.13868836,448.52872,452.7,0.83667445,0.053742066
8787600,5535211,5684206,492.0243,509.7,22.493616,50,0.13610326,0.13869,448.52887,452.7,0.83667296,0.053743552
8787600,5535211,5684206,492.0243,509.7,22.493616,50,0.13610326,0.13869,448.52887,452.7,0.83667296,0.053743552
8788388,5526581.5,5674971,492.03757,509.5248,22.447863,50,0.13587938,0.13868123,448.52817,452.5248,0.83668303,0.053733476
8788500,5525365.5,5673664,492.04333,509.5,22.441813,50,0.1358477,0.13868,448.52805,452.5,0.83668524,0.053731233
8788500,5525365.5,5673664,492.04333,509.5,22.441813,50,0.1358477,0.13868,448.52805,452.5,0.83668524,0.053731233
8789251,5541258,5690646,492.0608,509.4166,22.39513,50,0.1362565,0.13869669,448.5296,452.5834,0.83668816,0.05372832
8789400,5544418,5694026,492.06082,509.4,22.384262,50,0.13633786,0.1387,448.52994,452.6,0.83668816,0.05372831
8789400,5544418,5694026,492.06082,509.4,22.384262,50,0.13633786,0.1387,448.52994,452.6,0.83668816,0.05372831
8790113,5517231.5,5664801,492.0469,509.5584,22.337236,50,0.13563776,0.13870792,448.5274,452.6792,0.8366882,0.053728305
8790300,5510091.5,5657126,492.04688,509.6,22.327013,50,0.1354539,0.13871,448.52664,452.7,0.8366882,0.053728305
8790300,5510091.5,5657126,492.04688,509.6,22.327013,50,0.1354539,0.13871,448.52664,452.7,0.8366882,0.053728305
8790975,5532840,5681711,492.03854,509.6,22.289585,50,0.13604146,0.1386725,448.52863,452.7,0.8366775,0.05373902
8791200,5540417,5689906,492.02686,509.6,22.275997,50,0.13623732,0.13866,448.52945,452.7,0.83667296,0.05374355
8791200,5540417,5689906,492.02686,509.6,22.275997,50,0.13623732,0.13866,448.52945,452.7,0.83667296,0.05374355
8791837,5524619.5,5672914.5,492.00323,509.6708,22.238194,50,0.13583095,0.13867415,448.52808,452.6292,0.83667004,0.053746447
8792100,5518111.5,5665907,492.0031,509.7,22.223577,50,0.13566336,0.13868,448.5274,452.6,0.83667004,0.053746473
8792100,5518111.5,5665907,492.0031,509.7,22.223577,50,0.13566336,0.13868,448.5274,452.6,0.83667004,0.053746473
8792699,5541355.5,5690846.5,492.0395,509.8332,22.18645,50,0.13626046,0.13869332,448.52957,452.6666,0.8366792,0.053737268
8793000,5553022,5703354,492.05502,509.9,22.164272,50,0.1365599,0.1387,448.53085,452.7,0.8366853,0.05373123
8793000,5553022,5703354,492.05502,509.9,22.164272,50,0.1365599,0.1387,448.53085,452.7,0.8366853,0.05373123
8793562,5545528,5695294,492.05255,509.7752,22.120796,50,0.13636646,0.13871248,448.53043,452.6376,0.83668816,0.053728357
8793900,5541002,5690437,492.05273,509.7,22.094982,50,0.13624988,0.13872,448.53,452.6,0.83668816,0.05372831
8793900,5541002,5690437,492.05273,509.7,22.094982,50,0.13624988,0.13872,448.53,452.6,0.83668816,0.05372831
8794424,5536362.5,5685427.5,492.0538,509.7,22.05575,50,0.13613041,0.13873164,448.52954,452.6582,0.8366882,0.053728305
8794800,5533030.5,5681830,492.0538,509.7,22.028076,50,0.1360446,0.13874,448.52924,452.7,0.8366882,0.053728305
8794800,5533030.5,5681830,492.0538,509.7,22.028076,50,0.1360446,0.13874,448.52924,452.7,0.8366882,0.053728305
8795286,5536764,5685906,492.042,509.592,21.994135,50,0.13614188,0.1387292,448.52942,452.7,0.83668125,0.053735275
8795700,5539929,5689378,492.02075,509.5,21.96766,50,0.13622475,0.13872,448.52963,452.7,0.83667296,0.05374355
8795700,5539929,5689378,492.02075,509.5,21.96766,50,0.13622475,0.13872,448.52963,452.7,0.83667296,0.05374355
8796148,5542668,5692413.5,491.98315,509.5996,21.93898,50,0.13629778,0.13871501,448.53,452.7,0.83665764,0.053758837
8796600,5545412,5695473,491.93646,509.7,21.907373,50,0.13637139,0.13871,448.5304,452.7,0.8366395,0.053776972
8796600,5545412,5695473,491.93646,509.7,21.907373,50,0.13637139,0.13871,448.5304,452.7,0.8366395,0.053776972
8797010,5554422.5,5705114,491.9455,509.7456,21.877922,50,0.13660254,0.13870087,448.5312,452.7912,0.836645,0.053771477
8797500,5565252,5716616,491.99426,509.8,21.844173,50,0.13687831,0.13869,448.53223,452.9,0.8366642,0.053752303
8797500,5565252,5716616,491.99426,509.8,21.844173,50,0.13687831,0.13869,448.53223,452.9,0.8366642,0.053752303
8797873,5552422.5,5702758.5,491.9993,509.8828,21.819574,50,0.13654703,0.13869,448.53116,452.8172,0.8366696,0.053746887
8798400,5534217,5683144,492.0008,510,21.78673,50,0.13607812,0.13869,448.52924,452.7,0.83667,0.053746488
8798400,5534217,5683144,492.0008,510,21.78673,50,0.13607812,0.13869,448.52924,452.7,0.83667,0.053746488
8798735,5540692,5690119,492.0134,509.9256,21.766972,50,0.13624488,0.13869,448.52963,452.7,0.83667004,0.05374648
8799300,5551624,5701894,492.0135,509.8,21.734768,50,0.13652639,0.13869,448.5308,452.7,0.83667004,0.05374648
8799300,5551624,5701894,492.0135,509.8,21.734768,50,0.13652639,0.13869,448.5308,452.7,0.83667004,0.05374648
8799597,5560342.5,5711285,492.0227,509.866,21.71781,50,0.13675037,0.1387032,448.53168,452.733,0.83667344,0.053743053
8800200,5578075.5,5730351,492.05283,510,21.680744,50,0.1372051,0.13873,448.53354,452.8,0.8366853,0.053731214
8800200,5578075.5,5730351,492.05283,510,21.680744,50,0.1372051,0.13873,448.53354,452.8,0.8366853,0.053731214
8800459,5581248,5733698,492.06232,510.0288,21.663004,50,0.13728593,0.13872711,448.53403,452.7712,0.83669055,0.05372598
8801100,5589091.5,5741973,492.09576,510.1,21.610645,50,0.13748579,0.13872,448.53497,452.7,0.8367035,0.053713035
8801100,5589091.5,5741973,492.09576,510.1,21.610645,50,0.13748579,0.13872,448.53497,452.7,0.8367035,0.053713035
8801321,5586637.5,5739337,492.09018,510.1,21.590279,50,0.13742292,0.13874952,448.53485,452.7,0.83670145,0.05371504
8802000,5578992,5731257,492.02612,510.1,21.526844,50,0.13723022,0.13884,448.5341,452.7,0.8366758,0.05374067
8802000,5578992,5731257,492.02612,510.1,21.526844,50,0.13723022,0.13884,448.5341,452.7,0.8366758,0.05374067
8802184,5572493.5,5724303.5,492.00677,510.1408,21.510048,50,0.13706356,0.13880736,448.5335,452.7204,0.8366716,0.05374492
8802900,5547232,5697170,492.0007,510.3,21.456694,50,0.13641328,0.13868,448.5308,452.8,0.83667004,0.05374647
8802900,5547232,5697170,492.0007,510.3,21.456694,50,0.13641328,0.13868,448.5308,452.8,0.83667004,0.05374647
8803046,5556376.5,5707022,492.0227,510.2676,21.447739,50,0.13664879,0.13868324,448.5312,452.7838,0.83667004,0.053746477
8803800,5603681.5,5757985,492.02353,510.1,21.396133,50,0.13786702,0.1387,448.53595,452.7,0.83667004,0.05374648
8803800,5603681.5,5757985,492.02353,510.1,21.396133,50,0.13786702,0.1387,448.53595,452.7,0.83667004,0.05374648
8803908,5601148,5755244.5,492.00696,510.112,21.38797,50,0.13780166,0.1387,448.5361,452.7,0.83667064,0.053745862
8804700,5582631,5735149,492.04053,510.2,21.320894,50,0.1373224,0.1387,448.5345,452.7,0.8366853,0.053731207
8804700,5582631,5735149,492.04053,510.2,21.320894,50,0.1373224,0.1387,448.5345,452.7,0.8366853,0.053731207
8804770,5579618.5,5731905,492.0408,510.2078,21.314434,50,0.13724463,0.13869765,448.53427,452.7078,0.83668643,0.05373006
8805600,5543930.5,5693562,492.04578,510.3,21.249613,50,0.1363253,0.13867,448.53064,452.8,0.83668816,0.05372831
8805600,5543930.5,5693562,492.04578,510.3,21.249613,50,0.1363253,0.13867,448.53064,452.8,0.83668816,0.05372831
8805632,5542959,5692515.5,492.04666,510.2928,21.24751,50,0.13630027,0.13867071,448.5305,452.7928,0.8366882,0.053728256
8806495,5517181.5,5664671.5,492.08548,510.1012,21.197927,50,0.13563402,0.13868988,448.5275,452.6012,0.8367033,0.053713176
8806500,5517020.5,5664497,492.08575,510.1,21.197655,50,0.13562985,0.13869,448.5275,452.6,0.8367034,0.05371307
8806500,5517020.5,5664497,492.08575,510.1,21.197655,50,0.13562985,0.13869,448.5275,452.6,0.8367034,0.05371307
8807357,5541574,5690962.5,492.07483,509.7192,21.146341,50,0.136264,0.13872808,448.5298,452.7904,0.836692,0.05372451
8807400,5542810,5692297,492.07257,509.7,21.143301,50,0.13629597,0.13873,448.5299,452.8,0.83669114,0.05372538
8807400,5542810,5692297,492.07257,509.7,21.143301,50,0.13629597,0.13873,448.5299,452.8,0.83669114,0.05372538
8808219,5529296,5677997.5,491.98657,509.791,21.087254,50,0.13595286,0.1387027,448.52872,452.709,0.836661,0.053755514
8808300,5527957.5,5676583,491.97815,509.8,21.081963,50,0.13591892,0.1387,448.52856,452.7,0.8366577,0.05375878
8808300,5527957.5,5676583,491.97815,509.8,21.081963,50,0.13591892,0.1387,448.52856,452.7,0.8366577,0.05375878
8809081,5545229,5695099,491.9981,509.8868,21.03218,50,0.13636257,0.1387,448.53018,452.7,0.83666474,0.053751774
8809200,5547864,5697915,492.0042,509.9,21.024773,50,0.13643004,0.1387,448.53046,452.7,0.8366671,0.053749394
8809200,5547864,5697915,492.0042,509.9,21.024773,50,0.13643004,0.1387,448.53046,452.7,0.8366671,0.053749394
8809943,5513423.5,5660808.5,492.02673,509.9826,20.98201,50,0.1355407,0.13866696,448.52713,452.8652,0.8366821,0.05373441
8810100,5506168.5,5652992,492.03488,510,20.973934,50,0.13535334,0.13866,448.52637,452.9,0.83668524,0.05373125
8810100,5506168.5,5652992,492.03488,510,20.973934,50,0.13535334,0.13866,448.52637,452.9,0.83668524,0.05373125
8810806,5551593,5701851,492.07092,510,20.93219,50,0.13652264,0.1386992,448.53067,452.7432,0.83668816,0.053728323
8811000,5564103,5715312,492.07092,510,20.918402,50,0.1368448,0.13871,448.532,452.7,0.83668816,0.05372831
8811000,5564103,5715312,492.07092,510,20.918402,50,0.1368448,0.13871,448.532,452.7,0.83668816,0.05372831
8811668,5537184.5,5686325,492.0464,509.8516,20.872993,50,0.13615158,0.13873225,448.52963,452.7,0.8366882,0.053728305
8811900,5527824.5,5676246,492.0464,509.8,20.859118,50,0.13591054,0.13874,448.52863,452.7,0.8366882,0.053728305
8811900,5527824.5,5676246,492.0464,509.8,20.859118,50,0.13591054,0.13874,448.52863,452.7,0.8366882,0.053728305
8812530,5530226,5678675,492.10272,509.73,20.821663,50,0.13596919,0.138726,448.52872,452.77,0.83670783,0.05370867
8812800,5531270.5,5679716,492.13068,509.7,20.80478,50,0.13599433,0.13872,448.52887,452.8,0.8367187,0.05369782
